[0.0, 0.0, 0.0];	[0.25, 1.25, 1.25];	[('m', '0-11')]
[0.0, 0.0, 0.0];	[0.25, 1.75, 1.75];	[('m', '0-11')]
[0.0, 0.0, 0.0];	[0.5, 0.0, 0.5];	[('m', '-101')]
[0.0, 0.0, 0.0];	[0.5, 0.5, 0.0];	[('m', '-110')]
[0.0, 0.0, 0.0];	[0.5, 0.5, 1.0];	[('m', '-110')]
[0.0, 0.0, 0.0];	[0.5, 0.5, 2.0];	[('m', '-110')]
[0.0, 0.0, 0.0];	[0.5, 1.0, 0.5];	[('m', '-101')]
[0.0, 0.0, 0.0];	[0.5, 2.0, 0.5];	[('m', '-101')]
[0.0, 0.0, 0.0];	[0.75, 0.25, 0.75];	[('m', '-101')]
[0.0, 0.0, 0.0];	[0.75, 0.75, 0.25];	[('m', '-110')]
[0.0, 0.0, 0.0];	[0.75, 0.75, 1.25];	[('m', '-110')]
[0.0, 0.0, 0.0];	[0.75, 1.25, 0.75];	[('m', '-101')]
[0.0, 0.0, 0.0];	[1.0, 0.0, 0.0];	[('m', '0-11')]
[0.0, 0.0, 0.0];	[1.0, 0.0, 1.0];	[('m', '-101')]
[0.0, 0.0, 0.0];	[1.0, 0.5, 0.5];	[('m', '0-11')]
[0.0, 0.0, 0.0];	[1.0, 1.0, 0.0];	[('m', '-110')]
[0.0, 0.0, 0.0];	[1.0, 1.0, 2.0];	[('m', '-110')]
[0.0, 0.0, 0.0];	[1.0, 1.5, 1.5];	[('m', '0-11')]
[0.0, 0.0, 0.0];	[1.0, 2.0, 1.0];	[('m', '-101')]
[0.0, 0.0, 0.0];	[1.0, 2.0, 2.0];	[('m', '0-11')]
[0.0, 0.0, 0.0];	[1.25, 0.25, 0.25];	[('m', '0-11')]
[0.0, 0.0, 0.0];	[1.25, 0.25, 1.25];	[('m', '-101')]
[0.0, 0.0, 0.0];	[1.25, 0.75, 0.75];	[('m', '0-11')]
[0.0, 0.0, 0.0];	[1.25, 1.25, 0.25];	[('m', '-110')]
[0.0, 0.0, 0.0];	[1.25, 1.75, 1.75];	[('m', '0-11')]
[0.0, 0.0, 0.0];	[1.5, 0.0, 1.5];	[('m', '-101')]
[0.0, 0.0, 0.0];	[1.5, 1.0, 1.5];	[('m', '-101')]
[0.0, 0.0, 0.0];	[1.5, 1.5, 0.0];	[('m', '-110')]
[0.0, 0.0, 0.0];	[1.5, 1.5, 1.0];	[('m', '-110')]
[0.0, 0.0, 0.0];	[1.5, 1.5, 2.0];	[('m', '-110')]
[0.0, 0.0, 0.0];	[1.5, 2.0, 1.5];	[('m', '-101')]
[0.0, 0.0, 0.0];	[1.75, 0.25, 1.75];	[('m', '-101')]
[0.0, 0.0, 0.0];	[1.75, 1.25, 1.75];	[('m', '-101')]
[0.0, 0.0, 0.0];	[1.75, 1.75, 0.25];	[('m', '-110')]
[0.0, 0.0, 0.0];	[1.75, 1.75, 1.25];	[('m', '-110')]
[0.0, 0.0, 0.0];	[2.0, 0.0, 0.0];	[('m', '0-11')]
[0.0, 0.0, 0.0];	[2.0, 0.5, 0.5];	[('m', '0-11')]
[0.0, 0.0, 0.0];	[2.0, 1.0, 1.0];	[('m', '0-11')]
[0.0, 0.0, 0.0];	[2.0, 1.0, 2.0];	[('m', '-101')]
[0.0, 0.0, 0.0];	[2.0, 1.5, 1.5];	[('m', '0-11')]
[0.0, 0.0, 0.0];	[2.0, 2.0, 1.0];	[('m', '-110')]
[0.0, 0.0, 1.0];	[0.0, 0.0, 2.0];	[('m', '-110')]
[0.0, 0.0, 1.0];	[0.0, 1.0, 0.0];	[('m', '0-11')]
[0.0, 0.0, 1.0];	[0.0, 1.0, 2.0];	[('m', '011')]
[0.0, 0.0, 1.0];	[0.0, 2.0, 1.0];	[('2', '100')]
[0.0, 0.0, 1.0];	[0.25, 0.25, 0.25];	[('m', '-110')]
[0.0, 0.0, 1.0];	[0.25, 0.25, 1.25];	[('m', '-110')]
[0.0, 0.0, 1.0];	[0.5, 0.5, 0.0];	[('m', '-110')]
[0.0, 0.0, 1.0];	[0.5, 0.5, 1.0];	[('m', '-110')]
[0.0, 0.0, 1.0];	[0.5, 0.5, 2.0];	[('m', '-110')]
[0.0, 0.0, 1.0];	[0.75, 0.75, 0.25];	[('m', '-110')]
[0.0, 0.0, 1.0];	[0.75, 0.75, 1.25];	[('m', '-110')]
[0.0, 0.0, 1.0];	[1.0, 0.0, 0.0];	[('m', '-101')]
[0.0, 0.0, 1.0];	[1.0, 0.0, 2.0];	[('m', '101')]
[0.0, 0.0, 1.0];	[1.0, 1.0, 0.0];	[('m', '-110')]
[0.0, 0.0, 1.0];	[1.0, 1.0, 1.0];	[('m', '-110')]
[0.0, 0.0, 1.0];	[1.0, 1.0, 2.0];	[('m', '-110')]
[0.0, 0.0, 1.0];	[1.25, 1.25, 0.25];	[('m', '-110')]
[0.0, 0.0, 1.0];	[1.25, 1.25, 1.25];	[('m', '-110')]
[0.0, 0.0, 1.0];	[1.5, 1.5, 0.0];	[('m', '-110')]
[0.0, 0.0, 1.0];	[1.5, 1.5, 1.0];	[('m', '-110')]
[0.0, 0.0, 1.0];	[1.5, 1.5, 2.0];	[('m', '-110')]
[0.0, 0.0, 1.0];	[1.75, 1.75, 0.25];	[('m', '-110')]
[0.0, 0.0, 1.0];	[1.75, 1.75, 1.25];	[('m', '-110')]
[0.0, 0.0, 1.0];	[2.0, 0.0, 1.0];	[('2', '010')]
[0.0, 0.0, 1.0];	[2.0, 2.0, 0.0];	[('m', '-110')]
[0.0, 0.0, 1.0];	[2.0, 2.0, 2.0];	[('m', '-110')]
[0.0, 0.0, 2.0];	[0.0, 0.5, 1.5];	[('m', '011')]
[0.0, 0.0, 2.0];	[0.0, 1.0, 1.0];	[('m', '011')]
[0.0, 0.0, 2.0];	[0.0, 1.0, 2.0];	[('m', '101')]
[0.0, 0.0, 2.0];	[0.0, 1.5, 0.5];	[('m', '011')]
[0.0, 0.0, 2.0];	[0.0, 2.0, 2.0];	[('m', '101')]
[0.0, 0.0, 2.0];	[0.25, 0.25, 0.25];	[('m', '-110')]
[0.0, 0.0, 2.0];	[0.25, 0.25, 1.25];	[('m', '-110')]
[0.0, 0.0, 2.0];	[0.25, 0.75, 1.75];	[('m', '101')]
[0.0, 0.0, 2.0];	[0.25, 1.75, 1.75];	[('m', '101')]
[0.0, 0.0, 2.0];	[0.5, 0.0, 1.5];	[('m', '101')]
[0.0, 0.0, 2.0];	[0.5, 0.5, 0.0];	[('m', '-110')]
[0.0, 0.0, 2.0];	[0.5, 0.5, 1.0];	[('m', '-110')]
[0.0, 0.0, 2.0];	[0.5, 0.5, 2.0];	[('m', '-110')]
[0.0, 0.0, 2.0];	[0.5, 1.0, 1.5];	[('m', '101')]
[0.0, 0.0, 2.0];	[0.5, 2.0, 1.5];	[('m', '101')]
[0.0, 0.0, 2.0];	[0.75, 0.25, 1.75];	[('m', '011')]
[0.0, 0.0, 2.0];	[0.75, 0.75, 0.25];	[('m', '-110')]
[0.0, 0.0, 2.0];	[0.75, 1.25, 0.75];	[('m', '011')]
[0.0, 0.0, 2.0];	[0.75, 1.75, 0.25];	[('m', '011')]
[0.0, 0.0, 2.0];	[0.75, 1.75, 1.25];	[('m', '101')]
[0.0, 0.0, 2.0];	[1.0, 0.0, 1.0];	[('m', '101')]
[0.0, 0.0, 2.0];	[1.0, 0.0, 2.0];	[('m', '011')]
[0.0, 0.0, 2.0];	[1.0, 0.5, 1.5];	[('m', '011')]
[0.0, 0.0, 2.0];	[1.0, 1.0, 0.0];	[('m', '-110')]
[0.0, 0.0, 2.0];	[1.0, 1.0, 2.0];	[('m', '-110')]
[0.0, 0.0, 2.0];	[1.0, 1.5, 0.5];	[('m', '011')]
[0.0, 0.0, 2.0];	[1.0, 2.0, 0.0];	[('m', '011')]
[0.0, 0.0, 2.0];	[1.0, 2.0, 1.0];	[('m', '101')]
[0.0, 0.0, 2.0];	[1.25, 0.75, 0.75];	[('m', '101')]
[0.0, 0.0, 2.0];	[1.25, 1.25, 0.25];	[('m', '-110')]
[0.0, 0.0, 2.0];	[1.25, 1.25, 1.25];	[('m', '-110')]
[0.0, 0.0, 2.0];	[1.25, 1.75, 0.75];	[('m', '101')]
[0.0, 0.0, 2.0];	[1.5, 0.0, 0.5];	[('m', '101')]
[0.0, 0.0, 2.0];	[1.5, 1.0, 0.5];	[('m', '101')]
[0.0, 0.0, 2.0];	[1.5, 1.5, 0.0];	[('m', '-110')]
[0.0, 0.0, 2.0];	[1.5, 1.5, 1.0];	[('m', '-110')]
[0.0, 0.0, 2.0];	[1.5, 1.5, 2.0];	[('m', '-110')]
[0.0, 0.0, 2.0];	[1.5, 2.0, 0.5];	[('m', '101')]
[0.0, 0.0, 2.0];	[1.75, 0.25, 1.75];	[('m', '011')]
[0.0, 0.0, 2.0];	[1.75, 0.75, 0.25];	[('m', '101')]
[0.0, 0.0, 2.0];	[1.75, 0.75, 1.25];	[('m', '011')]
[0.0, 0.0, 2.0];	[1.75, 1.25, 0.75];	[('m', '011')]
[0.0, 0.0, 2.0];	[1.75, 1.75, 1.25];	[('m', '-110')]
[0.0, 0.0, 2.0];	[2.0, 0.0, 2.0];	[('m', '011')]
[0.0, 0.0, 2.0];	[2.0, 0.5, 1.5];	[('m', '011')]
[0.0, 0.0, 2.0];	[2.0, 1.0, 0.0];	[('m', '101')]
[0.0, 0.0, 2.0];	[2.0, 1.0, 1.0];	[('m', '011')]
[0.0, 0.0, 2.0];	[2.0, 1.5, 0.5];	[('m', '011')]
[0.0, 0.0, 2.0];	[2.0, 2.0, 1.0];	[('m', '-110')]
[0.0, 0.5, 0.5];	[0.0, 1.0, 1.0];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[0.0, 2.0, 2.0];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[0.25, 0.25, 0.25];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[0.25, 0.75, 0.75];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[0.25, 1.25, 1.25];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[0.25, 1.75, 1.75];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[0.5, 0.0, 0.5];	[('m', '-110')]
[0.0, 0.5, 0.5];	[0.5, 0.5, 0.0];	[('m', '-101')]
[0.0, 0.5, 0.5];	[1.0, 0.0, 0.0];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[1.0, 0.5, 0.5];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[1.0, 1.0, 1.0];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[1.0, 1.5, 1.5];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[1.0, 2.0, 2.0];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[1.25, 0.25, 0.25];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[1.25, 0.75, 0.75];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[1.25, 1.25, 1.25];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[1.25, 1.75, 1.75];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[1.5, 0.5, 2.0];	[('m', '101')]
[0.0, 0.5, 0.5];	[1.5, 2.0, 0.5];	[('m', '110')]
[0.0, 0.5, 0.5];	[2.0, 0.0, 0.0];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[2.0, 0.5, 0.5];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[2.0, 0.5, 1.5];	[('2', '010')]
[0.0, 0.5, 0.5];	[2.0, 1.0, 1.0];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[2.0, 1.5, 0.5];	[('2', '001')]
[0.0, 0.5, 0.5];	[2.0, 1.5, 1.5];	[('m', '0-11')]
[0.0, 0.5, 0.5];	[2.0, 2.0, 2.0];	[('m', '0-11')]
[0.0, 0.5, 1.5];	[0.0, 1.0, 1.0];	[('m', '011')]
[0.0, 0.5, 1.5];	[0.0, 2.0, 0.0];	[('m', '011')]
[0.0, 0.5, 1.5];	[0.5, 0.0, 1.5];	[('m', '-110')]
[0.0, 0.5, 1.5];	[0.5, 0.5, 2.0];	[('m', '101')]
[0.0, 0.5, 1.5];	[0.75, 0.25, 1.75];	[('m', '011')]
[0.0, 0.5, 1.5];	[0.75, 0.75, 1.25];	[('m', '011')]
[0.0, 0.5, 1.5];	[0.75, 1.25, 0.75];	[('m', '011')]
[0.0, 0.5, 1.5];	[0.75, 1.75, 0.25];	[('m', '011')]
[0.0, 0.5, 1.5];	[1.0, 0.0, 2.0];	[('m', '011')]
[0.0, 0.5, 1.5];	[1.0, 0.5, 1.5];	[('m', '011')]
[0.0, 0.5, 1.5];	[1.0, 1.0, 1.0];	[('m', '011')]
[0.0, 0.5, 1.5];	[1.0, 1.5, 0.5];	[('m', '011')]
[0.0, 0.5, 1.5];	[1.0, 2.0, 0.0];	[('m', '011')]
[0.0, 0.5, 1.5];	[1.5, 0.5, 0.0];	[('m', '-101')]
[0.0, 0.5, 1.5];	[1.5, 2.0, 1.5];	[('m', '110')]
[0.0, 0.5, 1.5];	[1.75, 0.25, 1.75];	[('m', '011')]
[0.0, 0.5, 1.5];	[1.75, 0.75, 1.25];	[('m', '011')]
[0.0, 0.5, 1.5];	[1.75, 1.25, 0.75];	[('m', '011')]
[0.0, 0.5, 1.5];	[1.75, 1.75, 0.25];	[('m', '011')]
